name_id,country,crag,sector,name,tall_recommend_sum,grade_mean,cluster,rating_tot
118,arg,piedra parada,circo,mujeres al poder,0,53.0,2,0.3229586965701851
119,arg,piedra parada,cortas,amigo del pan,1,35.5,0,-0.0734745342424936
120,arg,piedra parada,cueva,dulce duro,0,62.57142857142857,0,0.02094740692943
121,arg,piedra parada,gradas,sunny twins,0,37.0,1,-0.0734745342424936
122,arg,piedra parada,gruyere,asado fatal,0,36.0,2,0.3201247354171039
123,arg,piedra parada,gruyere,cojo anal,0,40.22222222222222,2,-0.0519055246749029
124,arg,piedra parada,gruyere,mustache gracias,0,44.0,2,0.0690055992061167
125,arg,piedra parada,ongi etorri,algo muy sucio,0,36.0,1,0.3201247354171039
126,arg,piedra parada,ongi etorri,apriete cachete,0,54.4,2,0.2231194293363491
127,arg,piedra parada,ongi etorri,chinchillon,0,40.0,2,0.0651044744442989
128,arg,piedra parada,ongi etorri,feng shuy,-1,39.8,1,-0.0734745342424936
129,arg,piedra parada,ongi etorri,sos pechosa,0,48.4,0,-0.16490179498667
130,arg,piedra parada,ortigas,a las hora del postre,0,48.333333333333336,3,0.0744788972009925
131,arg,piedra parada,ortigas,cascarrona,-1,48.35714285714285,0,0.1028118910904344
132,arg,piedra parada,ortigas,chapati con dulce de leche,0,44.0,2,-0.0734745342424936
133,arg,piedra parada,ortigas,concierto de taladros,1,37.66666666666666,0,-0.0452114488928387
134,arg,piedra parada,ortigas,corazon contento,-1,42.5,3,0.5680434964632533
135,arg,piedra parada,ortigas,enana blanca,0,57.0,0,0.0776114702152169
136,arg,piedra parada,ortigas,negro rasta,0,44.0,4,0.3201247354171039
137,arg,piedra parada,ortigas,pajaro carpintero,-1,42.11111111111112,2,0.3061296807368505
138,arg,piedra parada,ortigas,panza llena,1,43.833333333333336,2,0.1584492252825125
139,arg,piedra parada,ortigas,pety gourmet extension,0,42.0,2,0.2231194293363491
140,arg,piedra parada,ortigas,te de ortigas,0,38.0,2,-0.0734745342424936
141,arg,piedra parada,ortigas,tom sawyer,0,43.5,0,0.1185470239546639
142,arg,piedra parada,ortigas,variante inaki,-1,53.25,3,0.3278874045971983
143,arg,piedra parada,totem,efecto cafe,0,48.5,0,-0.16490179498667
144,arg,piedra parada,totem,espolon de la tarantula,0,52.5,4,0.3201247354171039
145,arg,piedra parada,totem,pico de pato,0,52.6,0,0.0291088171748395
146,arg,trebol,pared blanca,barbaroja,0,48.333333333333336,2,0.0975598612308555
147,arg,trebol,pared blanca,barbas del capitan,0,46.9,2,0.0780030145306591
148,arg,trebol,pared blanca,calavera no chilla,0,62.0,2,-0.1567540872033856
149,arg,trebol,pared blanca,capitan bachi,0,48.5,2,-0.0734745342424936
150,arg,trebol,pared blanca,chacopalai,0,65.0,2,-0.0906658687127906
151,arg,trebol,pared blanca,chimichanga,0,62.0,2,-0.0734745342424936
152,arg,trebol,pared blanca,corsario negro,1,59.4,3,0.0118375698190576
153,arg,trebol,pared blanca,galletita dulce,0,36.0,2,-0.0452114488928387
154,arg,trebol,pared blanca,guerra de peditos,0,31.0,2,-0.0734745342424936
155,arg,trebol,pared blanca,habitante del raviol,0,55.5,3,-0.0734745342424936
156,arg,trebol,pared blanca,isla del tesoro,0,38.66666666666666,2,0.2781395713763438
157,arg,trebol,pared blanca,jack sparrow,-1,51.0625,2,0.0977885714385294
158,arg,trebol,pared blanca,lenguita de gato,0,52.9,0,-0.0081362489200716
159,arg,trebol,pared blanca,mandibula de titanio,0,46.0,0,-0.1658114225830959
160,arg,trebol,pared blanca,pata de palo,0,51.8,0,-0.1587635454275334
161,arg,trebol,pared blanca,paty,0,53.0,0,-0.0452114488928387
162,arg,trebol,pared blanca,perla negra,0,37.0,1,0.1900097167783822
163,arg,trebol,pared blanca,peter pan,0,50.5,0,-0.0390731993337021
164,arg,trebol,pared blanca,tarugos y bananas,0,70.0,2,-0.0804394899283687
165,arg,trebol,pared blanca,travesia,0,57.5,3,-0.0452114488928387
166,arg,valle encantado,sector nuevo,meneaito,-1,53.5,3,-0.0406839460525652
167,arg,valle encantado,sector nuevo,toma de juan,-1,51.5,3,-0.16490179498667
168,arg,valle encantado,valle encantado,peluca,0,49.0,2,0.4115519961612803
169,arg,valle encantado,valle encantado,perita,0,44.0,2,-0.0734745342424936
170,arg,valle encantado,valle encantado,terreno,0,36.0,2,-0.0734745342424936
171,arg,villa llanquin,rocas rojas,buenos aires,0,39.5,2,-0.0461210764892646
172,arg,villa llanquin,rocas rojas,consuelo del abuelo,0,44.0,2,0.2781395713763438
173,arg,villa llanquin,rocas rojas,pito catala,0,66.0,2,-0.0696839958347188
174,arg,villa llanquin,rocas rojas,santiago,0,40.333333333333336,3,-0.0734745342424936
175,aus,arapiles,arapiles,wall of the afternoon sun,0,36.0,6,-0.0734745342424936
176,aus,arapiles,organ pipes,aardvark,0,36.0,6,-0.0734745342424936
177,aus,arapiles,organ pipes,stentor,-1,29.33333333333333,6,-0.0452114488928387
178,aus,arapiles,organ pipes,tannin,0,37.6,6,0.0729892942284844
179,aus,arapiles,organ pipes,wraith,0,42.66666666666666,6,-0.1116618973865117
180,aus,arapiles,tiger wall,no future,0,42.0,6,-0.0734745342424936
181,aus,arapiles,tiger wall,resignation,0,30.0,6,-0.1731246536033378
182,aus,bell sunnyside,bell,on main wall,0,55.0,2,-0.0452114488928387
183,aus,berowra,orange wall,wall thing,0,36.0,4,0.0744788972009925
184,aus,blue bell,main wall,gatekeeper,0,49.0,2,0.9324606881503088
185,aus,blue mountains,atlantis,herminator,-1,52.0,0,-0.1569643922235157
186,aus,blue mountains,atlantis,subwoofer,0,39.0,2,-0.0734745342424936
187,aus,blue mountains,atlantis,twenty something,0,49.0,2,0.0744788972009925
188,aus,blue mountains,bardens lookout,arrow and the song,0,29.0,2,0.5595054276047664
189,aus,blue mountains,bardens lookout,bloodline,-1,66.85714285714286,2,0.2607868894265899
190,aus,blue mountains,bardens lookout,booby trap,0,63.5,2,-0.078127537779101
191,aus,blue mountains,bardens lookout,brain haemorrhage,0,66.0,0,0.0059206160274127
192,aus,blue mountains,bardens lookout,cave route,1,50.6,2,0.0102054100144182
193,aus,blue mountains,bardens lookout,change junkies,1,36.833333333333336,2,0.0345821151697154
194,aus,blue mountains,bardens lookout,changes,0,40.0,1,-0.0663970316695434
195,aus,blue mountains,bardens lookout,chicken skin,1,50.625,2,0.1239213221456372
196,aus,blue mountains,bardens lookout,dr do little,0,41.6,2,0.0744788972009925
197,aus,blue mountains,bardens lookout,electric blue,-1,36.6,2,0.1918855328250001
198,aus,blue mountains,bardens lookout,george king of the jungle,0,52.2,2,0.0271820115917549
199,aus,blue mountains,bardens lookout,go lotto,1,39.36363636363637,2,-0.0762746697844763
200,aus,blue mountains,bardens lookout,goosebumps,0,50.958333333333336,2,0.1479975052100995
201,aus,blue mountains,bardens lookout,hang on to yourself,1,45.15,2,-0.0369912622095961
202,aus,blue mountains,bardens lookout,happy new year,0,36.0,1,-0.0734745342424936
203,aus,blue mountains,bardens lookout,hermione,0,31.8,2,-0.1010879205581772
204,aus,blue mountains,bardens lookout,holy leaping shortarses batman,1,50.85714285714285,2,-0.0395487701454525
205,aus,blue mountains,bardens lookout,hunky dory,0,46.0,2,0.120493313864984
206,aus,blue mountains,bardens lookout,it takes a lot to laugh it takes a train to cry,0,62.0,2,-0.0325908400965853
207,aus,blue mountains,bardens lookout,its no game,0,49.0,2,0.1787217497921286
208,aus,blue mountains,bardens lookout,jean genie,-1,50.66666666666666,2,-0.059648541405388
209,aus,blue mountains,bardens lookout,jolly good fellow,1,34.64705882352941,1,0.0164030842152196
210,aus,blue mountains,bardens lookout,karinya,0,31.0,2,0.1485167722470778
211,aus,blue mountains,bardens lookout,kates kangaroo dance,0,49.5,3,-0.0538166453496672
212,aus,blue mountains,bardens lookout,lady grinning soul,0,44.18181818181818,2,-0.0692533202401554
213,aus,blue mountains,bardens lookout,lady stardust,1,45.23809523809524,2,0.172608533075838
214,aus,blue mountains,bardens lookout,little triggers,1,37.73913043478261,1,0.0856699804697072
215,aus,blue mountains,bardens lookout,major tom,1,49.578947368421055,2,0.020797840554495
216,aus,blue mountains,bardens lookout,mals mega route,0,46.0,2,0.4343706598684663
217,aus,blue mountains,bardens lookout,mike and lorna go to town,0,36.85714285714285,2,0.2477257648034253
218,aus,blue mountains,bardens lookout,pleasures of all flesh,0,62.75,1,0.4154978099291991
219,aus,blue mountains,bardens lookout,puppy fat,1,49.16666666666666,2,0.0307522488522624
220,aus,blue mountains,bardens lookout,scheme of things,0,48.94736842105263,2,0.2281785455985601
221,aus,blue mountains,bardens lookout,sound and vision,0,41.375,2,0.202084931890877
222,aus,blue mountains,bardens lookout,starman,-1,41.8421052631579,2,0.0525160088237258
223,aus,blue mountains,bardens lookout,these terrors be but arguments for the children,0,55.16666666666666,2,-0.0623602822259166
224,aus,blue mountains,bardens lookout,turkey slap,1,54.583333333333336,2,0.0790508042851458
225,aus,blue mountains,bardens lookout,way of all flesh m,1,57.06818181818182,2,0.0944107034310946
226,aus,blue mountains,bardens lookout,who killed bambi,0,46.0,2,0.1778290514865952
227,aus,blue mountains,bell,an angel walks by,0,49.0,2,-0.0452114488928387
228,aus,blue mountains,bell,autophagocytosis,0,57.0,2,-0.0556651882556023
229,aus,blue mountains,bell,belayers root,0,37.333333333333336,2,0.0744788972009925
230,aus,blue mountains,bell,blow torch,0,48.0,2,0.1161668002004462
231,aus,blue mountains,bell,cavity search,1,54.833333333333336,2,0.1191283158745462
232,aus,blue mountains,bell,crumple zone,0,55.5,3,-0.0366892941388505
233,aus,blue mountains,bell,daffy,0,46.2,2,0.0026646895446937
234,aus,blue mountains,bell,darkwing duck,0,52.66666666666666,0,0.0241541093776248
235,aus,blue mountains,bell,does my bum look big on this,0,55.0,2,0.0126372632149574
236,aus,blue mountains,bell,duck tits,0,41.5,0,0.0146337241540769
237,aus,blue mountains,bell,duck walk,0,55.0,2,-0.0360422608708863
238,aus,blue mountains,bell,duckling,0,39.75,0,0.0744788972009925
239,aus,blue mountains,bell,event horizon,0,57.0,2,0.1439369236457605
240,aus,blue mountains,bell,fast forward the future,0,66.0,2,-0.0331081207038615
241,aus,blue mountains,bell,femme flic,0,42.0,2,0.4519305199482431
242,aus,blue mountains,bell,fly fury,0,38.0,2,-0.0734745342424936
243,aus,blue mountains,bell,gosling,0,36.0,1,0.0744788972009925
244,aus,blue mountains,bell,gushing gargoyles,0,58.333333333333336,0,-0.0397249297204578
245,aus,blue mountains,bell,jingle bells,0,41.66666666666666,1,-0.1012470838219544
246,aus,blue mountains,bell,megan,0,38.0,2,-0.0452114488928387
247,aus,blue mountains,bell,mr redeemer,0,56.75,0,-0.1567735116426813
248,aus,blue mountains,bell,paddle steamer,0,53.0,2,0.0911564391880908
249,aus,blue mountains,bell,paint god,2,52.75,0,-0.0616405874679671
250,aus,blue mountains,bell,pluck a duck,-1,51.333333333333336,3,-0.0452114488928387
251,aus,blue mountains,bell,realite nexiste pas,1,58.0,0,-0.0359272135117429
252,aus,blue mountains,bell,reality dysfunction,0,52.8,2,0.6453649371389877
253,aus,blue mountains,bell,seamstress,0,46.0,2,0.0604180460997817
254,aus,blue mountains,bell,searching for the light,0,49.0,1,0.4115519961612803
255,aus,blue mountains,bell,snappy dresser,0,51.0,2,0.439815081510935
256,aus,blue mountains,bell,space between atoms,0,63.66666666666666,0,-0.0457927408127209
257,aus,blue mountains,bell,spent force,0,57.0,2,-0.1566329174263447
258,aus,blue mountains,bell,ten no trumps,0,51.0,2,0.0118812377120153
259,aus,blue mountains,bell,three hour commute,0,48.0,2,-0.0031919133327058
260,aus,blue mountains,bell,thunderbolts and lightning,0,51.0,2,0.0744788972009925
261,aus,blue mountains,bell,troc de ille,1,50.5,2,-0.0397064760087155
262,aus,blue mountains,bell,wet paint,0,51.0,2,0.1465483198190821
263,aus,blue mountains,bell,when the spirits are calling,0,43.0,2,-0.0734745342424936
264,aus,blue mountains,boronia point,ancient mariner,2,37.04761904761905,1,0.0065373596335633
265,aus,blue mountains,boronia point,aneurysm,2,56.5,1,0.0258099651314964
266,aus,blue mountains,boronia point,big wednesday,0,65.41666666666667,2,0.0448620029633164
267,aus,blue mountains,boronia point,camal toes r us,-1,61.5,0,-0.16490179498667
268,aus,blue mountains,boronia point,camel toe,-1,61.75,0,0.0807000171594
269,aus,blue mountains,boronia point,cowboy clip,0,42.0,2,-0.0227421799716788
270,aus,blue mountains,boronia point,creature without a brain,2,32.0,1,0.1803482904462628
271,aus,blue mountains,boronia point,diana ross,0,42.2,2,0.0151728032083486
272,aus,blue mountains,boronia point,dont belive the hype,-2,62.76190476190476,2,0.095669099332068
273,aus,blue mountains,boronia point,euchre,1,48.92592592592592,2,-0.0596579426429778
274,aus,blue mountains,boronia point,grape hour,0,52.95588235294117,8,0.0235843118985895
275,aus,blue mountains,boronia point,green eggs and ham,2,59.0,2,0.0364852100741421
276,aus,blue mountains,boronia point,grey power,-1,54.0,3,-0.0364972602010322
277,aus,blue mountains,boronia point,lyptus,3,48.92,8,0.0344818144839229
278,aus,blue mountains,boronia point,mechanical animals,0,70.0,2,0.1700015371724346
279,aus,blue mountains,boronia point,mr curly,-3,32.214285714285715,1,-0.0430030586079288
280,aus,blue mountains,boronia point,mudeye,0,62.333333333333336,3,-0.1174698431575594
281,aus,blue mountains,boronia point,onions extension dance mix,1,57.57142857142857,2,-0.001172915915846
282,aus,blue mountains,boronia point,silent rage,1,53.09090909090909,2,0.0451374490043106
283,aus,blue mountains,boronia point,slipping on sumfin,0,57.0,1,-0.16490179498667
284,aus,blue mountains,boronia point,sprouts mexicane,0,47.92857142857143,2,-0.0033608801308462
285,aus,blue mountains,boronia point,sydney rose,0,50.74193548387097,2,0.0412866363249498
286,aus,blue mountains,boronia point,tripe,0,63.92307692307692,2,-0.0615974266585612
287,aus,blue mountains,boronia point,veterans affair,2,57.4,1,-0.0655918988657795
288,aus,blue mountains,bowens creek,almost almost,0,54.875,0,-0.0100406761794574
289,aus,blue mountains,bowens creek,austri alien,0,50.75,1,-0.1272194583644681
290,aus,blue mountains,bowens creek,beef cake,0,53.0,2,-0.1621220604858639
291,aus,blue mountains,bowens creek,blonde gift,0,52.75,2,0.0614957339444493
292,aus,blue mountains,bowens creek,boy from oz,-1,55.0,2,-0.0265129232737463
293,aus,blue mountains,bowens creek,bustin dustin,0,45.55555555555556,1,0.076419997004885
294,aus,blue mountains,bowens creek,chimp chowder,-1,54.75,0,-0.0426679507362586
295,aus,blue mountains,bowens creek,cripple pitch,1,55.333333333333336,3,0.1417809687347633
296,aus,blue mountains,bowens creek,cupcake,0,57.5,3,-0.0452114488928387
297,aus,blue mountains,bowens creek,fat free,0,52.92727272727273,2,0.0526227239821562
298,aus,blue mountains,bowens creek,fox force five,0,50.85714285714285,2,0.0948461355271468
299,aus,blue mountains,bowens creek,fuel my fire,0,56.81818181818182,2,-0.049163746255104
300,aus,blue mountains,bowens creek,half yearly clearanc,0,40.0,1,-0.0452114488928387
301,aus,blue mountains,bowens creek,hoofmeister blue,0,62.25,3,-0.1070522178611358
302,aus,blue mountains,bowens creek,interstella fella,0,55.0,2,-0.0424728027345838
303,aus,blue mountains,bowens creek,itinerate immigrants,0,51.2,2,0.0643659680880502
304,aus,blue mountains,bowens creek,kraut pleaser,-2,40.46153846153846,2,-0.0196831257113466
305,aus,blue mountains,bowens creek,lard arse,0,36.0,1,-0.0478601332063498
306,aus,blue mountains,bowens creek,line of credit,0,42.0,2,0.0744788972009925
307,aus,blue mountains,bowens creek,lloyd of the rings,-1,56.86206896551724,2,0.0410727127314951
308,aus,blue mountains,bowens creek,mr pink,0,42.6,2,0.0102913601916565
309,aus,blue mountains,bowens creek,mutton poacher,0,42.22222222222222,1,0.0796708454007695
310,aus,blue mountains,bowens creek,nasty when cornered,0,38.66666666666666,3,0.3478788173095888
311,aus,blue mountains,bowens creek,navel aviator,1,56.62857142857143,0,0.0233025536191198
312,aus,blue mountains,bowens creek,outer space,0,43.0,2,0.0744788972009925
313,aus,blue mountains,bowens creek,pretty fly,1,53.142857142857146,2,0.128337813157421
314,aus,blue mountains,bowens creek,shut the gate,0,45.75,2,0.1868632276190082
315,aus,blue mountains,bowens creek,tea ladies from nato,0,48.25,1,-0.0053146668615616
316,aus,blue mountains,bowens creek,visibly aroused,0,52.66666666666666,0,0.0202719097698397
317,aus,blue mountains,centenial glen,acceptably cosmic,2,48.67741935483871,8,0.0631346972490872
318,aus,blue mountains,centenial glen,acceptably hairy,0,48.25,2,-0.0444686869952113
319,aus,blue mountains,centenial glen,alpha leather,0,68.16666666666667,2,-0.1652054162126799
320,aus,blue mountains,centenial glen,apraxia,0,53.26923076923077,3,0.0173178491551362
321,aus,blue mountains,centenial glen,back hand tosser,0,49.0,1,0.0744788972009925
322,aus,blue mountains,centenial glen,bare essentials,-4,55.05714285714286,2,0.105764386744854
323,aus,blue mountains,centenial glen,bearly august,0,61.18518518518518,2,0.0043433596773829
324,aus,blue mountains,centenial glen,bernie loves sausages,0,57.0,2,0.035122874829878
325,aus,blue mountains,centenial glen,bernie loves tofu,0,58.93333333333333,2,-0.0426273525704255
326,aus,blue mountains,centenial glen,better than a wank,0,53.0,2,0.0727021507673047
327,aus,blue mountains,centenial glen,better than chocolate,2,48.526315789473685,2,-0.0026373583247229
328,aus,blue mountains,centenial glen,better than life,0,67.75,2,-0.1455009601991347
329,aus,blue mountains,centenial glen,better than nothing,1,56.84848484848485,2,0.0314556483941191
330,aus,blue mountains,centenial glen,billy bunter,0,36.11111111111112,2,0.0251724517024175
331,aus,blue mountains,centenial glen,birthday salmon,0,63.0,7,-0.1001095854965896
332,aus,blue mountains,centenial glen,brutal movements,1,57.09090909090909,2,-0.0660790334696829
333,aus,blue mountains,centenial glen,chase the lady,1,48.63157894736842,2,-0.023746631213513
334,aus,blue mountains,centenial glen,chasing ernest,0,46.0,4,0.7488978098092567
335,aus,blue mountains,centenial glen,cold water classic,1,53.333333333333336,3,-0.069607904953991
336,aus,blue mountains,centenial glen,corner of main wall,0,49.0,4,-0.0734745342424936
337,aus,blue mountains,centenial glen,disintegrator,0,50.72222222222222,2,-0.0262460846353599
