ascent_id,user_id,route_id,ascent_date
108,54393,24796,2013-09-29
109,47111,22797,2009-12-01
110,218,20834,2006-12-16
111,66924,8805,2008-04-07
112,51231,53385,2010-09-10
113,24137,21133,2001-05-21
114,4157,46993,2020-01-24
115,58791,40770,2021-09-14
116,27587,25537,2001-04-22
117,31942,9772,2000-11-25
118,3063,10740,2020-03-19
119,43563,4094,2013-01-10
120,15622,30858,2008-06-12
121,26125,13442,2003-07-20
122,35738,42649,2000-10-14
123,41502,44424,2014-03-17
124,5729,30578,2017-06-19
125,476,32421,2023-09-02
126,26650,54550,2011-04-16
127,28209,5401,2018-10-29
128,6731,37375,2012-08-05
129,63960,37295,2023-04-12
130,18673,31406,2008-03-15
131,26031,47552,2000-01-27
132,22566,52181,2004-07-23
133,33207,39617,2013-08-08
134,9903,36026,2017-05-07
135,20031,34502,2023-02-04
136,60055,9782,2009-10-25
137,22465,37034,2002-06-07
138,51513,35667,2017-01-20
139,19819,14648,2016-02-03
140,41793,9777,2018-01-28
141,39761,38813,2014-02-23
142,18318,49332,2014-06-23
143,50881,4996,2014-04-11
144,3153,45810,2020-06-19
145,7340,39832,2011-08-11
146,25423,41381,2020-08-13
147,7633,49283,2008-12-22
148,9298,54802,2008-12-23
149,51150,51557,2012-05-31
150,21482,24039,2018-10-16
151,15058,6699,2013-02-20
152,8898,49639,2020-04-16
153,61737,15779,2009-11-12
154,57960,35054,2020-12-02
155,37765,51539,2023-09-02
156,13735,12167,2022-08-14
157,27507,53508,2023-10-12
158,63024,33859,2014-12-18
159,35091,44261,2000-12-06
160,30727,15443,2015-07-15
161,19184,1274,2003-02-28
162,20040,42038,2010-01-15
163,16431,30506,2022-03-04
164,65837,17536,2011-01-03
165,27090,21345,2017-09-09
166,29370,33411,2013-05-15
167,36424,47102,2005-01-12
168,2916,13857,2007-06-23
169,19399,23007,2010-03-11
170,29689,34463,2005-05-17
171,37974,2127,2020-09-09
172,12967,4967,2000-11-09
173,8653,46242,2022-06-02
174,49695,31192,2010-12-06
175,4147,40152,2015-07-22
176,47300,48746,2005-12-12
177,13763,38671,2016-06-29
178,34708,10631,2022-05-10
179,36957,30536,2021-09-19
180,21287,41269,2008-10-31
181,17944,25689,2021-05-18
182,43528,29246,2014-07-15
183,12230,5121,2018-08-28
184,52215,27636,2001-10-18
185,17510,2517,2006-11-02
186,15405,24845,2003-10-06
187,26088,13919,2008-09-17
188,49203,16481,2022-06-28
189,13181,53937,2003-04-23
190,523,18976,2006-01-23
191,23713,33079,2017-12-21
192,54665,12115,2016-09-18
193,41934,48213,2003-10-28
194,11306,950,2019-05-30
195,15923,2796,2014-01-27
196,32100,2380,2000-09-03
197,27936,37411,2004-07-09
198,27387,9567,2011-11-14
199,32795,49737,2008-08-13
200,9456,24855,2022-03-10
201,54322,42152,2013-01-25
202,55983,695,2022-10-05
203,25841,45452,2022-10-07
204,16929,2579,2009-12-23
205,14998,9847,2011-01-18
206,32699,1263,2016-07-04
207,4270,21378,2016-10-21
208,9295,24172,2022-02-03
209,17066,52438,2006-12-17
210,2378,10610,2011-12-09
211,39134,453,2012-09-27
212,51437,45111,2012-03-09
213,47807,34422,2008-10-15
214,17065,919,2005-12-14
215,51937,53172,2020-03-14
216,21592,24900,2014-10-05
217,60084,50836,2007-01-29
218,50438,17428,2006-11-21
219,2122,11303,2008-09-02
220,17499,54719,2005-08-05
221,32068,1680,2023-08-12
222,12110,34358,2017-01-15
223,34858,13138,2002-01-24
224,5148,55439,2008-04-10
225,46510,36104,2000-10-29
226,25880,9749,2001-01-07
227,27573,46683,2005-05-21
228,14587,17579,2003-01-28
229,60151,2288,2016-10-04
230,30650,8314,2010-12-13
231,12080,42942,2016-09-25
232,18533,50183,2012-01-31
233,23805,38462,2008-03-11
234,65126,22525,2018-06-29
235,7929,29116,2006-06-01
236,60887,3378,2006-05-26
237,63315,54118,2015-10-20
238,19476,55676,2017-08-02
239,2766,30696,2017-05-30
240,61043,48432,2007-11-10
241,25924,33704,2001-08-08
242,48051,50627,2014-08-05
243,8108,52186,2006-01-08
244,45212,45132,2003-10-11
245,29726,35991,2011-10-23
246,60114,53901,2015-09-19
247,11558,26389,2021-12-15
248,44393,50657,2012-05-07
249,51180,21341,2009-06-17
250,23746,15353,2010-11-02
251,46407,36862,2018-10-19
252,55775,55297,2012-11-16
253,19604,22607,2012-11-19
254,20911,33706,2019-07-24
255,24863,19405,2005-01-05
256,10678,1312,2012-01-03
257,11808,27948,2007-12-08
258,9472,42733,2010-07-10
259,39044,33293,2022-01-10
260,51930,15274,2000-08-14
261,3266,16330,2004-06-18
262,24536,7582,2011-12-10
263,62155,40468,2010-08-21
264,38190,7561,2011-09-22
265,61382,3592,2001-12-11
266,5292,36253,2002-06-21
267,3317,39407,2003-11-14
268,25499,34231,2011-07-30
269,14526,27310,2017-06-27
270,60572,40813,2010-03-29
271,26062,32534,2023-12-19
272,44869,8126,2008-05-07
273,47728,35850,2013-08-18
274,51200,36729,2023-01-05
275,9926,51314,2001-11-08
276,35535,33954,2016-07-05
277,25481,20333,2000-08-08
278,51326,18103,2010-10-16
279,37108,19699,2006-01-29
280,19423,30160,2011-04-13
281,46507,23749,2009-09-16
282,41635,29855,2002-12-21
283,38951,29211,2008-12-30
284,39475,7475,2023-06-12
285,13637,25380,2012-08-03
286,1315,50727,2022-07-09
287,54354,52528,2016-11-04
288,45054,54864,2016-04-05
289,49754,8384,2011-10-14
290,66535,8160,2020-04-15
291,45687,44024,2014-10-28
292,24071,49054,2005-05-10
293,16417,13255,2013-07-10
294,35691,27050,2018-10-07
295,65769,48513,2022-03-02
296,8694,33773,2023-09-21
297,8448,15995,2003-05-18
298,17796,36687,2019-05-26
299,35163,41007,2002-11-12
300,25081,27870,2014-02-21
301,12331,36428,2014-01-12
302,43571,52466,2011-09-12
303,12347,2658,2016-07-24
304,32996,7330,2008-06-05
305,53903,18774,2005-08-30
306,15363,35928,2013-08-14
307,36326,36153,2016-05-07
308,34550,22125,2012-03-17
309,12848,27093,2008-05-14
310,16916,209,2021-12-15
311,28695,22908,2001-05-13
312,20511,16183,2020-03-24
313,1051,53511,2007-10-16
314,53419,53422,2007-04-23
315,66042,8514,2012-07-03
316,11055,35261,2007-04-01
317,7995,41532,2014-05-14
318,45519,10211,2023-01-25
319,29921,33085,2011-05-09
320,21328,41402,2013-12-04
321,13392,3232,2004-09-06
322,49600,26089,2023-05-17
323,13335,40924,2016-06-14
324,1644,44654,2018-05-25
325,4270,17845,2019-07-23
326,61671,40401,2013-05-15
327,66240,40813,2003-08-23
328,15563,37182,2015-10-20
329,27870,3702,2013-10-05
330,16280,4500,2008-06-16
331,53610,1460,2010-12-11
332,65411,25940,2009-01-20
333,29726,54223,2013-08-10
334,47236,52100,2000-08-06
335,34904,44726,2019-07-22
336,28503,18418,2003-07-15
337,14564,40855,2013-03-26
338,7579,38955,2006-11-06
339,21592,7907,2008-09-17
340,27920,53534,2007-03-26
341,49922,53637,2020-01-03
342,63440,53884,2006-05-30
343,37477,51453,2000-02-29
344,3948,6631,2005-03-23
345,23502,48259,2013-01-10
346,12862,39843,2017-04-08
347,52224,24477,2021-06-07
348,45271,35380,2013-02-02
349,27028,13072,2021-10-29
350,24776,25661,2017-08-24
351,7546,11819,2014-04-02
352,28076,39101,2011-12-25
353,20747,53514,2002-01-03
354,3,5993,2005-06-22
355,19254,23745,2013-02-21
356,6294,28036,2012-08-14
357,52075,48596,2023-10-08
358,15443,52855,2015-12-05
359,30384,9426,2010-03-09
360,28800,212,2006-12-13
361,12697,23978,2012-02-14
362,33160,53612,2008-09-11
363,54127,31844,2018-07-04
364,22645,7785,2017-04-22
365,39404,39277,2023-12-06
366,22705,10136,2000-10-25
367,13779,31006,2006-06-25
368,22221,29864,2003-04-22
369,21873,45139,2023-12-17
370,10086,6081,2017-04-25
371,46141,36444,2000-08-27
372,23938,5824,2003-03-13
373,19476,27350,2022-02-14
374,38457,19142,2003-12-23
375,36505,41784,2007-05-05
376,22930,52195,2011-06-06
377,4512,49551,2001-12-04
378,63901,16480,2012-05-09
379,60464,14863,2022-03-31
380,29015,5007,2003-03-28
381,66066,2903,2023-03-12
382,36011,44138,2014-03-16
383,2899,33392,2016-02-25
384,39044,42093,2005-06-18
385,41108,32988,2007-09-06
386,18240,21485,2016-01-01
387,43837,26762,2007-02-22
388,33518,30453,2012-11-25
389,57873,21755,2011-05-12
390,35794,25126,2011-09-29
391,29918,54594,2006-08-25
392,58449,49765,2022-12-05
393,47344,42334,2001-04-20
394,37208,36704,2013-05-24
395,37850,1386,2012-06-26
396,51565,11384,2010-12-21
397,21123,25105,2021-07-01
398,38581,53161,2017-09-22
399,10006,52322,2013-12-18
400,17566,27867,2009-10-29
401,9782,84,2016-08-30
402,23112,2531,2013-12-06
403,16962,11043,2015-08-31
404,21285,270,2005-07-21
405,3032,49932,2012-08-03
406,52011,24183,2019-06-11
407,9926,47367,2018-04-02
408,5854,21732,2011-04-25
409,40846,33434,2010-11-21
410,21622,3928,2009-08-13
411,44189,52426,2014-03-11
412,61473,9514,2011-01-02
413,50638,6208,2016-04-26
414,34521,41383,2007-07-09
415,47495,27337,2006-05-01
416,55456,40624,2006-04-18
417,23008,7329,2007-03-28
418,4568,50992,2000-03-04
419,24264,44147,2003-04-05
420,60259,19030,2005-02-16
421,55271,38062,2007-10-06
422,13202,38816,2006-06-28
423,43055,26424,2004-03-24
424,52394,4405,2020-06-06
425,29318,27416,2019-08-27
426,10774,33013,2004-10-20
427,51610,17237,2019-11-19
428,7325,49004,2019-11-05
429,53297,26877,2002-05-31
430,14718,45825,2019-10-24
431,9515,31466,2001-02-17
432,46836,2220,2002-10-07
433,28660,19848,2017-04-08
434,45572,9479,2014-06-13
435,21523,2837,2008-12-13
436,49349,37549,2019-06-20
437,53743,49619,2002-09-13
438,6795,49181,2007-12-02
439,44081,25295,2016-10-27
440,53774,55709,2003-06-29
441,34477,18213,2016-08-21
442,44384,8808,2019-09-17
443,16711,12865,2000-10-08
444,36666,43674,2012-12-06
445,1003,24870,2018-01-08
446,65422,32614,2011-08-03
447,17229,44211,2012-02-08
448,49973,43834,2012-08-26
449,33160,55789,2006-03-14
450,13053,8207,2005-03-23
451,57859,43995,2021-12-03
452,48324,25289,2005-01-23
453,19964,11414,2009-03-24
454,51992,14621,2000-01-12
455,52408,55018,2009-12-04
456,22533,49251,2007-04-29
457,3359,1353,2000-02-03
458,27949,13090,2016-08-05
459,816,34386,2008-11-14
460,6245,23641,2022-05-21
461,32080,55544,2010-04-13
462,12238,988,2009-06-26
463,25001,1603,2003-07-30
464,33139,17415,2005-01-25
465,28936,49869,2006-08-10
466,42396,43910,2015-03-17
467,66535,1946,2005-05-08
468,26271,15267,2006-01-25
469,27377,51301,2006-02-18
470,22583,43662,2014-11-26
471,20933,10679,2010-08-31
472,24824,31908,2010-06-14
473,46875,3898,2006-08-07
474,59593,44386,2016-01-30
475,15304,23743,2002-04-28
476,29626,5474,2016-05-30
477,10692,6768,2004-05-15
478,23287,43672,2012-08-09
479,66832,13956,2015-11-22
480,14966,39565,2016-10-03
481,14267,2108,2005-10-14
482,6134,11729,2004-04-11
483,44865,54097,2020-06-07
484,47852,28211,2006-04-12
485,36447,18620,2005-08-29
486,58365,18573,2022-04-23
487,15537,37474,2014-03-11
488,66031,40073,2001-08-25
489,35913,33213,2015-10-23
490,18520,35247,2014-11-16
491,2621,5168,2021-10-31
492,22004,50937,2011-01-07
493,36796,5740,2010-11-27
494,36643,49302,2000-11-04
495,15442,44993,2000-07-12
496,25264,29546,2000-02-21
497,22894,38916,2018-03-25
498,56079,47251,2012-03-11
499,46675,16466,2002-07-09
500,40388,45524,2019-09-23
501,8108,42259,2006-04-17
502,19616,14564,2008-03-09
503,7069,33782,2003-06-27
504,27617,11407,2011-08-20
505,49427,8376,2011-08-04
506,61160,34237,2000-06-08
507,36918,33555,2017-09-11
508,38285,25999,2012-08-09
509,16035,55808,2000-02-24
510,32721,34773,2022-01-05
511,27691,28664,2003-04-13
512,27123,36189,2009-04-22
513,58808,38035,2000-10-28
514,16501,7403,2021-01-12
515,36452,46394,2016-02-09
516,21041,47042,2007-06-24
517,6283,47269,2023-05-10
518,18553,54428,2014-04-06
519,33393,8492,2003-12-10
520,2910,42052,2015-09-03
521,25089,29511,2022-11-21
522,56976,47943,2020-10-15
523,42966,50925,2002-08-23
524,64563,49369,2017-06-25
525,6722,8835,2011-07-25
526,24619,49725,2018-08-24
527,61821,55421,2022-06-07
528,2357,23464,2014-05-18
529,34098,50660,2020-07-15
530,35067,42113,2008-03-18
531,32196,46451,2022-03-07
532,9255,1503,2011-08-31
533,20328,4511,2012-10-30
534,1790,32550,2006-03-10
535,2923,45935,2002-06-13
536,19300,27697,2009-06-23
537,59751,51095,2005-04-12
538,61307,16966,2004-11-03
539,24318,48707,2004-04-28
540,2332,34805,2008-03-03
541,55052,21251,2010-01-14
542,63934,3431,2009-02-10
543,12588,45575,2014-01-07
544,36294,5841,2018-12-25
545,22104,54144,2012-12-26
546,42995,32451,2016-10-09
547,41136,51066,2022-02-17
548,12889,3313,2003-03-12
549,35003,12170,2011-05-10
550,13625,37136,2015-02-09
551,36244,52725,2006-03-12
552,13649,21292,2012-11-02
553,3343,53673,2005-03-05
554,30224,3805,2002-06-20
555,26155,6897,2001-12-26
556,50106,34934,2013-12-01
557,13654,28987,2015-06-27
558,11429,31976,2012-02-28
559,12085,37384,2009-02-19
560,60098,53930,2016-09-19
561,32001,50945,2022-06-11
562,44717,29775,2008-04-13
563,12272,46738,2014-04-20
564,3943,15209,2019-03-01
565,57107,41128,2012-10-16
566,36965,13513,2020-11-29
567,12673,35775,2008-12-30
568,6074,2133,2016-07-15
569,7393,5026,2023-02-28
570,6003,17029,2005-05-01
571,33563,12099,2021-05-18
572,19643,55671,2023-09-07
573,25532,36493,2002-07-27
574,47371,26066,2015-03-25
575,61943,18772,2011-07-25
576,10556,43290,2012-04-27
577,46060,26674,2020-06-01
578,21064,31068,2016-04-08
579,36048,12297,2001-12-17
580,28211,14972,2014-05-23
581,24478,9394,2019-07-26
582,32644,27581,2003-05-11
583,1470,446,2001-06-05
584,2254,42757,2004-06-25
585,14989,52427,2004-02-20
586,36711,34993,2004-07-12
587,16409,50818,2014-04-23
588,49434,18729,2010-05-10
589,15159,25868,2010-11-12
590,43388,50217,2010-05-10
591,41903,12288,2017-05-30
592,34708,25666,2005-06-20
593,50930,3848,2017-08-10
594,43013,35624,2008-04-05
595,52169,50231,2021-03-08
596,4121,3742,2000-06-30
597,8808,16756,2017-03-02
598,52949,14287,2003-04-02
599,1351,13546,2003-03-05
600,19453,7877,2018-02-06
601,27626,28794,2017-08-08
602,64529,7519,2000-09-23
603,32885,52036,2018-05-23
604,3330,36791,2020-09-07
605,27264,31164,2009-01-19
606,1654,53572,2001-09-04
607,65137,20546,2003-10-08
608,12513,34257,2002-12-06
609,2910,49108,2016-05-20
610,4206,41891,2020-08-11
611,44727,29490,2023-09-06
612,13537,29717,2006-08-05
613,11840,55783,2007-04-11
614,37255,12694,2022-12-09
615,3393,40050,2023-10-27
616,19736,45877,2023-05-09
617,40835,51760,2004-06-12
618,9850,10430,2018-08-14
619,52075,39839,2007-01-01
620,29141,34318,2013-03-12
621,37277,38256,2002-09-25
622,29576,36329,2011-08-10
623,30439,18686,2009-02-09
624,11288,53939,2016-04-10
625,56433,45550,2016-09-20
626,29821,4659,2015-01-22
627,25324,19735,2019-03-17
628,65888,10442,2009-04-11
629,58590,35842,2022-02-08
630,53112,9126,2016-06-06
631,19808,42115,2000-08-09
632,7278,40190,2022-05-05
633,26153,43168,2021-12-24
634,9753,26690,2015-06-02
635,61495,7543,2014-01-16
636,16472,13056,2020-09-18
637,38099,30043,2007-08-17
638,20426,54004,2008-02-17
639,31390,43844,2003-10-20
640,11787,9930,2019-11-18
641,39471,14934,2019-05-23
642,55613,2358,2012-04-20
643,33641,29169,2009-09-08
644,34667,32691,2007-05-16
645,30727,1559,2002-01-05
646,18345,36062,2022-07-04
647,16779,17326,2020-09-10
648,14086,9592,2003-06-16
649,47363,1125,2022-06-16
650,60459,52180,2023-08-19
651,66703,53215,2014-12-04
652,16978,41078,2023-02-26
653,21453,21027,2020-04-30
654,361,43565,2015-06-01
655,28011,41469,2015-02-11
656,32800,25022,2003-10-01
657,29888,27768,2008-07-04
658,24038,52672,2010-03-03
659,29705,41082,2000-07-02
660,66301,20322,2023-12-11
661,24242,8084,2011-02-18
662,13342,24472,2023-07-05
663,49903,46307,2022-03-07
664,39066,29519,2017-08-25
665,42760,5071,2003-10-30
666,62100,51070,2013-01-17
667,19757,42987,2006-05-02
668,40512,16684,2017-09-17
669,22318,6614,2000-06-19
670,27972,7000,2016-10-02
671,28452,25428,2001-11-18
672,27170,5269,2015-06-01
673,56821,4660,2012-05-15
674,35240,14930,2012-10-26
675,56433,6515,2010-04-01
676,35713,45211,2016-08-07
677,58583,34453,2021-10-31
678,34055,2981,2002-12-10
679,16332,1890,2005-04-27
680,16983,19678,2012-02-21
681,6009,43332,2003-11-14
682,17663,53301,2006-11-06
683,12492,36542,2013-03-15
684,46174,19469,2023-01-12
685,37936,46957,2002-03-01
686,22101,41432,2013-08-30
687,29105,43862,2010-08-28
688,3874,53449,2011-11-02
689,33689,9848,2016-10-19
690,48952,11925,2014-07-28
691,61901,44921,2018-05-17
692,642,37921,2009-01-13
693,23538,5996,2002-02-05
694,45641,127,2008-08-26
695,21298,41006,2010-09-14
696,27459,49016,2004-06-18
697,29326,21120,2014-11-17
698,62551,10180,2010-08-16
699,36666,52499,2022-08-31
700,20642,38356,2015-05-17
701,7787,25679,2019-09-16
702,14823,35217,2010-01-01
703,27359,23478,2023-12-15
704,8789,7358,2015-06-29
705,44834,43032,2007-08-27
706,47937,55346,2016-02-08
707,31401,3659,2016-03-23
708,11834,6247,2020-11-02
709,37878,9779,2010-11-18
710,15065,19546,2012-05-14
711,34769,2743,2023-04-15
712,17955,15313,2020-04-15
713,33051,44444,2023-05-07
714,18772,21246,2017-06-24
715,8437,5971,2004-08-09
716,33066,8412,2003-06-26
717,28988,52986,2005-05-13
718,12094,51681,2023-02-16
719,1822,44785,2021-07-19
720,56093,18923,2014-01-12
721,43021,39442,2022-08-05
722,12130,21365,2012-10-07
723,9014,30788,2019-01-30
724,26910,27026,2012-09-20
725,59462,20797,2010-03-02
726,29966,24182,2006-11-22
727,31985,4391,2002-08-18
728,61893,11197,2012-05-22
729,37632,28915,2021-04-02
730,14136,24899,2011-11-17
731,32918,27528,2006-03-26
732,55385,44027,2006-08-16
733,35531,41328,2007-05-19
734,7850,24663,2018-03-13
735,24951,33772,2007-11-23
736,20388,49020,2000-09-08
737,29165,1403,2007-01-09
738,9548,31099,2009-10-27
739,45929,48099,2009-11-29
740,41301,33179,2014-08-08
741,39733,5243,2021-10-12
742,14462,12101,2001-04-14
743,36071,36586,2020-12-08
744,66905,46840,2017-11-23
745,23418,37900,2014-05-25
746,37913,37265,2022-10-12
747,1707,25988,2019-06-06
748,28292,31408,2001-06-08
749,15001,15954,2012-05-29
750,25206,17115,2013-05-28
751,27924,5299,2002-11-24
752,17207,48529,2003-01-13
753,18189,38374,2004-08-08
754,1519,52862,2018-05-30
755,37190,23807,2014-06-25
756,57700,30356,2011-02-14
757,24438,40103,2006-07-02
758,24038,3511,2007-05-15
759,36652,34199,2002-11-22
760,14505,51274,2021-12-07
761,52320,12028,2003-06-26
762,34601,1006,2003-10-02
763,24111,25977,2022-03-03
764,47190,46521,2017-01-16
765,55248,47778,2012-02-14
766,31662,10400,2007-09-06
767,22683,6025,2017-02-21
768,4157,26103,2013-01-20
769,32763,3676,2010-03-01
770,37281,33991,2004-03-18
771,26088,25741,2006-09-11
772,27229,47566,2000-08-07
773,7455,6832,2015-06-27
774,36825,47843,2006-12-06
775,22409,18102,2009-11-16
776,20791,40991,2020-08-23
777,44054,38465,2020-11-06
778,7972,38594,2003-04-08
779,25542,20963,2019-09-04
780,24825,15576,2012-06-30
781,37045,18951,2017-05-24
782,2678,43873,2019-07-03
783,50597,28565,2004-11-27
784,46589,44867,2009-09-14
785,48608,35249,2013-02-08
786,10442,31832,2023-09-04
787,24777,27700,2016-04-19
788,25775,15164,2009-03-18
789,42292,26743,2019-05-05
790,8166,49003,2015-10-11
791,29850,23699,2012-07-31
792,34930,25190,2000-11-02
793,26106,50925,2017-04-08
794,16781,17557,2011-04-15
795,58013,54006,2004-04-15
796,35348,4001,2001-04-22
797,45273,20851,2006-07-22
798,25377,47800,2005-09-27
799,27265,30282,2004-04-18
800,17574,21651,2000-02-12
801,35579,39868,2018-07-18
802,60616,15508,2008-03-03
803,54718,4505,2008-06-19
804,32353,25770,2020-02-12
805,52893,7836,2003-12-31
806,51792,49033,2014-10-28
807,19912,53393,2006-08-23
808,12224,45203,2014-01-19
809,59425,21550,2017-05-25
810,15975,27165,2014-09-15
811,44393,32393,2019-11-17
812,29687,19495,2003-01-12
813,53783,25174,2006-06-27
814,9954,53343,2022-06-17
815,44698,1910,2000-06-25
816,54374,33977,2003-05-28
817,26165,34799,2013-11-04
818,20763,28208,2014-01-02
819,54024,55066,2005-07-15
820,33264,37434,2019-01-23
821,9790,4571,2010-12-08
822,8506,729,2019-03-02
823,32939,52715,2017-05-29
824,9899,46010,2023-07-08
825,17210,25784,2001-05-09
826,36903,52223,2019-08-30
827,35537,19910,2013-08-27
828,17642,44194,2021-01-05
829,33199,4750,2013-03-01
830,59410,34971,2002-05-31
831,8497,3002,2005-12-25
832,53893,40114,2016-11-04
833,2408,1495,2017-11-22
834,22449,8722,2011-07-22
835,22759,21393,2016-12-08
836,28912,50255,2000-11-21
837,42461,4772,2000-06-01
838,52346,14719,2021-11-05
839,66503,20630,2009-10-15
840,58829,39015,2015-11-07
841,30190,34391,2000-11-13
842,2624,43121,2010-03-26
843,44717,38982,2004-07-15
844,31176,15102,2010-06-06
845,17663,27649,2009-03-14
846,34899,38768,2012-07-08
847,64660,51942,2021-06-20
848,62639,20343,2001-08-20
849,8664,44342,2017-11-22
850,37669,15685,2000-11-09
851,24556,4396,2003-10-04
852,18558,54760,2023-06-07
853,64088,15124,2008-01-25
854,38138,18603,2014-09-07
855,4493,52584,2018-12-31
856,62155,6471,2021-02-23
857,21463,28771,2020-05-16
858,43347,25236,2002-05-11
859,51121,8493,2020-01-31
860,50568,26329,2013-08-08
861,58483,15979,2012-10-18
862,17483,31404,2002-12-06
863,28974,35088,2003-10-29
864,10692,16091,2018-09-20
865,23754,13224,2018-12-25
866,57851,14203,2007-01-21
867,26647,4727,2010-04-28
868,24737,23274,2006-09-06
869,28259,8274,2018-07-12
870,14559,8788,2017-10-10
871,26508,14714,2005-03-15
872,6496,26892,2005-07-24
873,4018,29969,2013-08-13
874,1680,33457,2014-07-15
875,60017,44909,2020-04-18
876,46537,36444,2012-12-21
877,42731,15440,2004-11-17
878,10187,49972,2013-09-22
879,3968,55785,2022-02-13
880,39588,55010,2007-02-02
881,30649,54110,2002-02-03
882,51383,14201,2006-03-13
883,17730,25198,2002-07-23
884,24540,2759,2005-12-19
885,10018,17948,2019-03-24
886,3921,53748,2005-05-07
887,43740,32398,2006-10-25
888,9688,46758,2006-05-08
889,46537,11627,2017-01-13
890,59984,9273,2001-01-05
891,44261,6715,2006-06-25
892,21504,50337,2020-02-09
893,39832,6252,2018-06-22
894,9740,4016,2019-02-22
895,9013,49910,2001-05-26
896,44867,25464,2011-05-01
897,1305,42966,2021-01-19
898,32150,21329,2010-08-03
899,48869,45640,2006-09-15
900,31381,13020,2018-12-14
901,16843,55601,2019-08-23
902,64796,26408,2010-09-30
903,2905,25839,2000-10-31
904,53690,3086,2016-04-24
905,21660,14594,2002-06-03
906,29486,23887,2004-04-07
907,15973,19605,2011-05-05
908,21443,3357,2018-11-20
909,52188,19921,2022-09-26
910,7435,54980,2015-03-13
911,59872,46421,2022-03-21
912,60464,9853,2023-04-04
913,42891,24188,2016-06-19
914,14403,13129,2013-08-18
915,33183,34661,2013-08-01
916,1230,22189,2010-11-08
917,66921,47604,2020-03-13
918,21075,34145,2021-12-08
919,1112,8337,2017-09-05
920,15682,27860,2016-12-14
921,25463,45717,2010-09-29
922,6345,39414,2009-05-28
923,21482,21295,2019-09-16
924,55256,11785,2013-08-17
925,1051,28902,2008-02-14
926,1736,38844,2006-11-10
927,34121,1588,2023-06-21
928,2910,268,2002-05-16
929,28274,30650,2013-05-13
930,28983,21691,2021-02-14
931,39621,41800,2008-08-26
