user_id,country,sex,height,weight,birthdate
2682,SWE,0,170,73,1988-03-23
2686,SWE,0,196,93,1982-04-24
2695,SWE,0,172,63,1985-03-23
2697,SWE,0,185,78,1981-03-26
2698,SWE,0,170,63,1984-12-17
2704,AUS,0,180,73,1982-02-18
2707,ITA,0,170,63,1978-06-28
2708,NLD,0,184,73,1980-11-27
2715,other,0,182,73,1988-08-18
2719,DNK,0,182,73,1979-09-25
2728,other,0,190,63,1992-04-18
2734,CAN,0,170,68,1985-11-11
2735,CAN,0,170,63,1983-06-27
2740,AUS,0,170,58,1980-05-24
2749,CHE,0,178,68,1977-04-23
2751,BRA,0,172,63,1991-04-22
2758,CAN,1,170,68,1982-02-19
2766,GBR,0,167,53,1991-05-01
2768,AUS,0,167,58,1991-01-18
2769,DNK,0,182,78,1972-01-27
2774,SWE,1,174,68,1977-10-25
2776,NOR,0,187,93,1979-07-30
2796,FRA,0,188,93,1980-03-25
2801,AUT,0,167,58,1985-03-19
2809,FRA,0,174,73,1981-01-25
2816,SWE,0,183,73,1986-01-23
2824,HRV,0,188,78,1975-02-07
2829,SWE,0,183,78,1968-07-22
2839,AUS,0,178,68,1988-11-21
2842,NLD,0,189,73,1988-11-09
2847,other,0,178,73,1981-07-07
2863,POL,0,185,73,1985-02-16
2883,SWE,0,177,73,1991-03-01
2899,CAN,0,185,73,1982-07-13
2902,DEU,0,177,63,1977-08-23
2905,POL,0,183,73,1977-10-16
2910,USA,0,178,73,1980-02-07
2911,SWE,0,170,63,1980-02-26
2914,DNK,0,182,78,1979-04-03
2916,BRA,0,170,68,1987-12-01
2923,ESP,1,169,53,1987-01-20
2924,SWE,0,187,83,1977-01-28
2932,ZAF,0,185,68,1992-05-04
2935,FRA,0,175,73,1983-10-03
2937,other,0,172,63,1986-04-14
2948,GBR,0,190,83,1983-12-03
2953,CAN,0,176,63,1984-01-29
2957,POL,0,172,63,1990-08-20
2959,NLD,0,180,73,1975-09-18
2979,other,0,184,68,1989-12-28
2980,GBR,0,183,68,1985-04-16
2996,SWE,0,184,83,1979-04-08
3001,HRV,0,184,73,1983-05-05
3008,SWE,0,174,68,1974-07-03
3012,USA,0,176,68,1991-05-25
3017,GBR,0,177,68,1991-12-21
3032,other,0,175,68,1983-04-04
3040,USA,0,175,73,1989-06-17
3043,USA,0,168,68,1991-11-04
3049,PRT,0,178,73,1976-09-09
3052,BRA,0,160,58,1985-11-03
3063,USA,0,158,83,1980-12-21
3065,CHE,0,180,73,1983-03-20
3081,FRA,0,178,63,1985-12-21
3085,AUS,1,169,68,1981-05-27
3091,USA,0,175,73,1988-08-01
3097,FRA,0,171,63,1975-03-14
3105,BEL,0,185,63,1986-06-09
3114,AUT,0,173,73,1994-12-04
3121,DNK,0,176,63,1982-12-15
3122,ESP,0,183,73,1982-12-13
3124,USA,0,178,73,1984-03-24
3138,DNK,0,175,63,1981-06-20
3150,ESP,0,172,68,1976-03-02
3151,CAN,0,180,73,1992-11-13
3153,SWE,0,180,68,1982-06-26
3160,SWE,0,172,68,1977-01-15
3164,SWE,0,183,63,1986-06-20
3166,POL,0,180,78,1982-12-15
3200,SWE,1,168,63,1988-06-23
3219,POL,0,176,63,1987-12-14
3227,CHE,0,182,68,1980-09-23
3249,ITA,0,172,68,1971-03-15
3255,SWE,1,165,58,1984-07-13
3262,GBR,0,174,63,1981-10-29
3266,other,0,180,83,1981-08-09
3285,USA,0,162,53,1986-06-02
3289,FRA,0,172,63,1981-11-21
3291,SWE,0,179,63,1981-11-14
3310,BRA,0,182,63,1985-03-15
3317,CHE,0,169,68,1991-08-11
3324,CHE,1,163,53,1995-01-16
3325,ESP,0,170,68,1983-09-06
3329,BRA,0,170,63,1989-10-15
3330,ITA,1,159,48,1990-12-18
3333,NLD,0,183,78,1985-05-12
3338,BRA,0,178,68,1980-03-26
3342,other,0,178,78,1992-11-08
3343,other,0,181,88,1980-06-01
3347,USA,0,180,63,1992-10-14
3348,other,0,175,63,1991-12-16
3359,DEU,0,170,63,1985-01-24
3385,SWE,0,187,68,1986-03-07
3393,ESP,0,174,63,1982-01-14
3405,FRA,0,185,78,1985-09-12
3407,ITA,0,178,63,1983-05-14
3409,HRV,0,183,73,1982-07-15
3431,ZAF,0,173,63,1988-04-18
3432,GBR,0,177,78,1984-08-11
3436,ESP,0,173,78,1978-08-06
3439,CAN,0,180,73,1963-08-04
3477,other,0,180,73,1983-07-24
3488,BRA,0,168,53,1983-01-14
3502,ESP,0,180,78,1982-10-21
3506,ESP,0,171,63,1989-08-11
3517,other,0,182,73,1992-03-15
3521,ESP,1,169,68,1984-11-23
3522,ESP,0,181,63,1982-07-21
3535,ESP,0,170,73,1984-09-07
3536,POL,0,183,78,1987-12-07
3542,CHE,0,168,63,1979-09-17
3576,ESP,0,174,63,1983-07-07
3583,BEL,0,175,63,1981-08-01
3591,BEL,0,184,73,1987-03-07
3610,FIN,0,178,68,1984-01-30
3615,AUT,0,187,73,1986-04-02
3616,SWE,0,160,53,1992-04-09
3628,NLD,1,180,58,1986-04-07
3630,CHE,0,180,73,1981-10-02
3632,BRA,1,162,53,1989-10-12
3635,SWE,0,177,68,1984-08-16
3636,other,0,179,68,1991-08-07
3653,AUS,0,175,68,1983-04-22
3671,CAN,0,170,68,1985-06-03
3674,ZAF,0,182,73,1989-07-15
3700,SWE,0,173,73,1983-03-20
3707,DEU,1,170,53,1982-02-08
3715,BRA,0,175,68,1984-02-14
3720,AUT,0,175,73,1990-10-14
3741,POL,0,180,68,1986-01-16
3758,GBR,0,182,73,1987-09-10
3763,SWE,0,176,88,1981-07-08
3766,SWE,1,159,53,1987-11-13
3778,CHE,1,174,58,1972-08-24
3783,SWE,0,189,83,1983-07-20
3796,ITA,0,176,63,1991-09-20
3797,HRV,0,180,78,1986-02-03
3804,NLD,0,192,83,1990-09-24
3817,CZE,0,183,63,1982-02-18
3830,ESP,0,177,78,1983-03-15
3841,NOR,0,176,68,1985-04-25
3845,FRA,0,180,68,1992-02-13
3862,NLD,0,184,78,1984-04-10
3866,NOR,0,170,63,1985-11-12
3868,SWE,0,180,73,1986-02-18
3874,SWE,1,157,48,1987-08-16
3876,CAN,0,175,63,1986-08-20
3886,SWE,0,169,63,1981-01-02
3895,SWE,0,180,68,1989-12-09
3904,NOR,0,185,78,1988-06-09
3905,BEL,0,169,58,1983-11-20
3907,USA,0,164,58,1996-05-11
3910,GBR,1,158,48,1988-06-24
3921,NOR,0,184,83,1982-03-22
3943,USA,0,159,63,1982-03-05
3948,other,0,167,58,1985-07-02
3955,BRA,1,161,48,1983-09-02
3956,SWE,0,182,73,1986-11-25
3959,SWE,0,176,63,1992-05-26
3961,SWE,0,180,73,1976-11-05
3968,CAN,0,179,83,1986-02-18
3973,NLD,0,177,63,1988-08-16
3991,NOR,0,176,73,1985-07-13
3998,SWE,0,176,68,1975-07-14
4000,SWE,0,180,73,1980-08-29
4002,HRV,0,172,68,1984-11-24
4007,SWE,0,180,78,1987-06-12
4010,SWE,0,186,78,1977-12-25
4018,BEL,0,185,78,1983-06-10
4019,USA,0,180,78,1982-04-24
4028,NOR,0,176,78,1978-09-27
4031,SWE,0,179,68,1987-10-18
4036,BEL,1,170,58,1983-10-13
4045,CHE,0,180,63,1987-11-21
4048,CAN,0,184,73,1982-07-27
4051,CAN,0,190,83,1986-06-23
4059,CAN,1,167,58,1986-10-23
4060,POL,0,188,73,1986-04-07
4066,SWE,0,179,73,1984-10-18
4067,SWE,0,174,73,1981-02-05
4070,ESP,0,172,73,1987-04-25
4076,ESP,0,170,63,1984-09-29
4080,FRA,1,170,53,1992-06-07
4088,BEL,0,183,68,1985-10-31
4091,FRA,0,178,73,1987-09-14
4093,other,0,173,68,1987-09-29
4095,SWE,1,173,58,1979-02-23
4096,FRA,0,180,63,1981-07-04
4097,CHE,0,190,78,1992-04-03
4102,USA,0,166,63,1995-03-10
4114,NOR,0,185,73,1980-07-11
4116,ZAF,0,164,63,1983-02-05
4119,SWE,0,184,68,1982-10-03
4121,NLD,0,171,63,1969-11-05
4123,other,0,185,78,1990-07-19
4129,POL,0,178,88,1991-08-25
4130,NOR,0,188,93,1973-11-25
4135,other,0,174,63,1987-05-09
4138,other,0,180,68,1987-03-05
4147,ZAF,0,175,63,1979-01-03
4150,ITA,0,189,73,1985-01-26
4151,USA,0,180,68,1987-10-20
4153,SWE,0,181,68,1979-04-24
4157,CAN,0,173,73,1978-06-05
4159,SWE,1,164,53,1984-09-21
4169,CAN,0,186,73,1978-06-10
4170,CAN,0,186,73,1986-07-31
4184,USA,0,170,73,1987-02-10
4186,BRA,0,175,68,1976-04-06
4187,SWE,0,184,73,1980-12-13
4189,SWE,0,178,68,1983-01-10
4193,NOR,1,177,68,1975-11-08
